KO	123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline
K02863	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02864	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02867	248162	258437	118479.4	224612	41740	3635.8	139827.5	327013.5	144906	381636.87341	3726450	399144.2987	14472.8	304498.65	32616.5	709469.9	62185.83	135792.5	24959.625	172482.6	363003.375	380518.1	476160.5	1905238.55	687402.9	106142	582007.5	135015	446441.55	39360.39	240015	1347539	421578.625	675476	355566	7134	36903.375	281003.375	561904.78369	484125.31672	133065.4	224744.2	434010.67	655841.95	5085003	1623063.75	178149.59361	190116.2	814600.25	7192061.2788	206753.25	300941.87	1602616	1431832.5	1846564	102006.75	1007635.25	3572512.15	7563476.25	102965.37666	3660006.75	2246506.2	411921.5	3443891.5	2767101.5	381104.31	5907313.75
K02871	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02874	248162	258437	118479.4	224612	41740	3635.8	139827.5	327013.5	144906	381636.87341	3726450	399144.2987	14472.8	304498.65	32616.5	709469.9	62185.83	135792.5	24959.625	172482.6	363003.375	380518.1	476160.5	1905238.55	687402.9	106142	582007.5	135015	446441.55	39360.39	240015	1347539	421578.625	675476	355566	7134	36903.375	281003.375	561904.78369	484125.31672	133065.4	224744.2	434010.67	655841.95	5085003	1623063.75	178149.59361	190116.2	814600.25	7192061.2788	206753.25	300941.87	1602616	1431832.5	1846564	102006.75	1007635.25	3572512.15	7563476.25	102965.37666	3660006.75	2246506.2	411921.5	3443891.5	2767101.5	381104.31	5907313.75
K02876	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02878	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02879	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02881	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02884	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02886	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02887	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02888	248162	258437	118479.4	224612	41740	3635.8	139827.5	327013.5	144906	381636.87341	3726450	399144.2987	14472.8	304498.65	32616.5	709469.9	62185.83	135792.5	24959.625	172482.6	363003.375	380518.1	476160.5	1905238.55	687402.9	106142	582007.5	135015	446441.55	39360.39	240015	1347539	421578.625	675476	355566	7134	36903.375	281003.375	561904.78369	484125.31672	133065.4	224744.2	434010.67	655841.95	5085003	1623063.75	178149.59361	190116.2	814600.25	7192061.2788	206753.25	300941.87	1602616	1431832.5	1846564	102006.75	1007635.25	3572512.15	7563476.25	102965.37666	3660006.75	2246506.2	411921.5	3443891.5	2767101.5	381104.31	5907313.75
K02890	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02892	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02895	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02899	380313	772437	222396	224612	41740.165	3635.8	303477.5	327013.5	144916.65	381639.68691	4221640	657142.7987	148394.5	457658.65	109584.5	786768.4	192184.33	373791	24959.625	772463.5	363053.7	1331507.5	476163.41	1906758.175	983383.7	106142	2592006	135067.9	1223440.8	40538.89	240015	3707537.5	421578.625	741026	531806	305132.5	36903.375	281003.375	561919.13369	484365.56672	133065.4	418664.2	1021210.67	817621.95	7475003	3822003.75	191497.59361	258115.45	1483405.25	7357060.5288	207039.5	564461.87	1602616	1764001.5	2269164	102023	3157202.25	3669105.07	14280886.25	103022.42666	3660006.75	7586503	922471.5	6282001.5	3692171.5	807094.55	7704613.75
K02902	376722	820436	210779.4	224610.5	41740.165	3635.8	312826	327013.5	144916.65	381641.37341	4223448.5	657142.7987	148471.3	459497.15	109615	786757	192177.8	373791	24959.625	772481.1	363053.7	1331516.6	476163.41	1906758.175	983401.4	106142	2592006	135067.9	1223440.8	40535.3	240015	3707537.5	421578.625	738656	538466	305132.5	36903.375	281003.375	561919.13369	484365.56672	133065.4	419743.45	1052009.92	819841.2	7645002.25	3823063	191507.59361	258115.45	1483599.5	7357060.5288	207039.5	561081.87	1602616	1753832.5	2338563.25	102023	3138035.25	3669111.4	14220076.25	103024.82666	3660006.75	7586505.45	910621.5	6101891.5	3687931.5	792104.31	7662913.75
K02904	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02906	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02907	380313	772437	222396	224612	41740.165	3635.8	303477.5	327013.5	144916.65	381639.68691	4221640	657142.7987	148394.5	457658.65	109584.5	786768.4	192184.33	373791	24959.625	772463.5	363053.7	1331507.5	476163.41	1906758.175	983383.7	106142	2592006	135067.9	1223440.8	40538.89	240015	3707537.5	421578.625	741026	531806	305132.5	36903.375	281003.375	561919.13369	484365.56672	133065.4	418664.2	1021210.67	817621.95	7475003	3822003.75	191497.59361	258115.45	1483405.25	7357060.5288	207039.5	564461.87	1602616	1764001.5	2269164	102023	3157202.25	3669105.07	14280886.25	103022.42666	3660006.75	7586503	922471.5	6282001.5	3692171.5	807094.55	7704613.75
K02909	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02911	380313	772437	222396	224612	41740.165	3635.8	303477.5	327013.5	144916.65	381639.68691	4221640	657142.7987	148394.5	457658.65	109584.5	786768.4	192184.33	373791	24959.625	772463.5	363053.7	1331507.5	476163.41	1906758.175	983383.7	106142	2592006	135067.9	1223440.8	40538.89	240015	3707537.5	421578.625	741026	531806	305132.5	36903.375	281003.375	561919.13369	484365.56672	133065.4	418664.2	1021210.67	817621.95	7475003	3822003.75	191497.59361	258115.45	1483405.25	7357060.5288	207039.5	564461.87	1602616	1764001.5	2269164	102023	3157202.25	3669105.07	14280886.25	103022.42666	3660006.75	7586503	922471.5	6282001.5	3692171.5	807094.55	7704613.75
K02914	374632	793837	206979.4	224612	41740.165	3635.8	306377.5	327013.5	144916.65	381641.37341	4016450	652934.2987	145572.8	446998.65	108968.5	767469.9	188355.83	367592.5	24959.625	746882.6	363053.7	1269818.1	476163.41	1906758.175	970902.9	106142	2548607.5	135067.9	1223440.8	39530.39	240015	3675339	421578.625	729776	411566	305132.5	36903.375	281003.375	561915.73369	484365.56672	133065.4	357544.2	1000010.67	655841.95	5945003	3659063.75	181549.59361	243516.2	1483599.5	7357060.5288	207039.5	461941.87	1602616	1675732.5	1955564	102023	3007635.25	3668406.15	13908476.25	103024.82666	3660006.75	6789506.2	873821.5	5906891.5	3302101.5	782304.31	7316313.75
K02916	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02919	381161	820436	222477.9	130813.5	140.915	177.3	312826	327013.5	144916.65	6642.87341	4223448.5	656221.2987	148471.3	459496	109615	786618.9	192184.33	373791	1560	772481.1	363053.7	1331516.6	106164.91	1808558.55	983401.4	4143.5	2592006	135067.9	1223440.8	40538.89	240015	3707537.5	421578.625	742674.5	540564.5	305132.5	3.75	281003.375	561028.88369	1366.31672	66.15	419743.45	1052002.25	819822.25	7645002.25	3823063	192048.84361	258115.45	1483599.5	7357060.5288	206672.25	565940.75	1602616	1764831.75	2338563.25	102023	3157634.5	3669105.43	14283475.5	8925.57666	3660006.75	7586505.45	924920.75	6283890.75	3694100.75	807070.51	7717100.75
K02926	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02931	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02933	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02935	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02939	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K02945	375822	817007	214889.4	224612	41740.165	3635.8	264527.5	327013.5	144916.65	381641.37341	3970450	657142.7987	140942.8	442298.65	104546.5	683769.9	188705.83	335592.5	24959.625	706882.6	363053.7	1239018.1	476163.41	1906758.175	954702.9	106142	2534407.5	135067.9	1170441.55	36500.39	240015	3669039	421003	656676	493166	305132.5	36903.375	281003.375	561914.55269	484365.56672	133065.4	384444.2	1005910.67	628841.95	7481003	3531063.75	35049.59361	258115.45	1483599.5	7357060.5288	207039.5	553041.87	1602616	1600832.5	1717564	102023	2803635.25	3669101.55	13470476.25	103024.82666	3660006.75	6704506.2	848421.5	5377891.5	3358101.5	758304.31	6946313.75
